Fecha Corriente(A) Rapidez(M/Min)
2025/3/6 11:17:25 0.22
2025/3/6 11:17:25 0.24
2025/3/6 11:17:25 0.24
2025/3/6 11:17:25 0.23
2025/3/6 11:17:25 0.26
2025/3/6 11:17:25 0.22
2025/3/6 11:17:25 0.24
2025/3/6 11:17:25 0.22
2025/3/6 11:17:25 0.22
2025/3/6 11:17:25 0.23
2025/3/6 11:17:25 0.24
2025/3/6 11:17:25 0.24
2025/3/6 11:17:26 0.25
2025/3/6 11:17:26 0.23
2025/3/6 11:17:26 0.23
2025/3/6 11:17:26 0.24
2025/3/6 11:17:26 0.22
2025/3/6 11:17:26 0.21
2025/3/6 11:17:26 0.26
2025/3/6 11:17:26 0.23
2025/3/6 11:17:26 0.24
2025/3/6 11:17:26 0.22
2025/3/6 11:17:26 0.24
2025/3/6 11:17:26 0.21
2025/3/6 11:17:27 0.24
2025/3/6 11:17:27 0.21
2025/3/6 11:17:27 0.22
2025/3/6 11:17:27 0.25
2025/3/6 11:17:27 0.22
2025/3/6 11:17:27 0.21
2025/3/6 11:17:27 0.25
2025/3/6 11:17:27 0.24
2025/3/6 11:17:27 0.23
2025/3/6 11:17:27 0.24
2025/3/6 11:17:27 0.24
2025/3/6 11:17:27 0.24
2025/3/6 11:17:27 0.23
2025/3/6 11:17:28 0.21
2025/3/6 11:17:28 0.23
2025/3/6 11:17:28 0.22
2025/3/6 11:17:28 0.23
2025/3/6 11:17:28 0.24
2025/3/6 11:17:28 0.24
2025/3/6 11:17:28 0.24
2025/3/6 11:17:28 0.26
2025/3/6 11:17:28 0.23
2025/3/6 11:17:28 0.23
2025/3/6 11:17:28 0.24
2025/3/6 11:17:28 0.22
2025/3/6 11:17:28 0.23
2025/3/6 11:17:29 0.25
2025/3/6 11:17:29 0.22
2025/3/6 11:17:29 0.22
2025/3/6 11:17:29 0.22
2025/3/6 11:17:29 0.24
2025/3/6 11:17:29 0.23
2025/3/6 11:17:29 0.22
2025/3/6 11:17:29 0.25
2025/3/6 11:17:29 0.23
2025/3/6 11:17:29 0.22
2025/3/6 11:17:29 0.25
2025/3/6 11:17:29 0.26
2025/3/6 11:17:29 0.23
2025/3/6 11:17:30 0.26
2025/3/6 11:17:30 0.24
2025/3/6 11:17:30 0.20
2025/3/6 11:17:30 0.24
2025/3/6 11:17:30 0.23
2025/3/6 11:17:30 0.26
2025/3/6 11:17:30 0.22
2025/3/6 11:17:30 0.25
2025/3/6 11:17:30 0.23
2025/3/6 11:17:30 0.27
2025/3/6 11:17:30 0.22
2025/3/6 11:17:30 0.25
2025/3/6 11:17:30 0.22
2025/3/6 11:17:31 0.25
2025/3/6 11:17:31 0.22
2025/3/6 11:17:31 0.23
2025/3/6 11:17:31 0.24
2025/3/6 11:17:31 0.25
2025/3/6 11:17:31 0.24
2025/3/6 11:17:31 0.24
2025/3/6 11:17:31 0.22
2025/3/6 11:17:31 0.25
2025/3/6 11:17:31 0.26
2025/3/6 11:17:31 0.29
2025/3/6 11:17:31 0.23
2025/3/6 11:17:31 0.23
2025/3/6 11:17:32 0.22
2025/3/6 11:17:32 0.23
2025/3/6 11:17:32 0.21
2025/3/6 11:17:32 0.23
2025/3/6 11:17:32 0.23
2025/3/6 11:17:32 0.28
2025/3/6 11:17:32 0.25
2025/3/6 11:17:32 0.24
2025/3/6 11:17:32 0.24
2025/3/6 11:17:32 0.23
2025/3/6 11:17:32 0.25
2025/3/6 11:17:32 0.23
2025/3/6 11:17:32 0.26
2025/3/6 11:17:33 0.27
2025/3/6 11:17:33 0.22
2025/3/6 11:17:33 0.25
2025/3/6 11:17:33 0.24
2025/3/6 11:17:33 0.24
2025/3/6 11:17:33 0.22
2025/3/6 11:17:33 0.25
2025/3/6 11:17:33 0.24
2025/3/6 11:17:33 0.26
2025/3/6 11:17:33 0.23
2025/3/6 11:17:33 0.25
2025/3/6 11:17:33 0.21
2025/3/6 11:17:33 0.25
2025/3/6 11:17:34 0.22
2025/3/6 11:17:34 0.25
2025/3/6 11:17:34 0.25
2025/3/6 11:17:34 0.26
2025/3/6 11:17:34 0.22
2025/3/6 11:17:34 0.26
2025/3/6 11:17:34 0.23
2025/3/6 11:17:34 0.21
2025/3/6 11:17:34 0.21
2025/3/6 11:17:34 0.24
2025/3/6 11:17:34 0.22
2025/3/6 11:17:34 0.26
2025/3/6 11:17:34 0.21
2025/3/6 11:17:35 0.24
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.21
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.24
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.22
2025/3/6 11:17:35 0.22
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.23
2025/3/6 11:17:35 0.26
2025/3/6 11:17:36 0.22
2025/3/6 11:17:36 0.23
2025/3/6 11:17:36 0.27
2025/3/6 11:17:36 0.22
2025/3/6 11:17:36 0.23
2025/3/6 11:17:36 0.23
2025/3/6 11:17:36 0.22
2025/3/6 11:17:36 0.24
2025/3/6 11:17:36 0.22
2025/3/6 11:17:36 0.23
2025/3/6 11:17:36 0.22
2025/3/6 11:17:36 0.23
2025/3/6 11:17:36 0.21
2025/3/6 11:17:37 0.22
2025/3/6 11:17:37 0.21
2025/3/6 11:17:37 0.22
2025/3/6 11:17:37 0.22
2025/3/6 11:17:37 0.24
2025/3/6 11:17:37 0.23
2025/3/6 11:17:37 0.24
2025/3/6 11:17:37 0.23
2025/3/6 11:17:37 0.27
2025/3/6 11:17:37 0.21
2025/3/6 11:17:37 0.23
2025/3/6 11:17:37 0.24
2025/3/6 11:17:37 0.25
2025/3/6 11:17:38 0.22
2025/3/6 11:17:38 0.23
2025/3/6 11:17:38 0.23
2025/3/6 11:17:38 0.24
2025/3/6 11:17:38 0.23
2025/3/6 11:17:38 0.23
2025/3/6 11:17:38 0.24
2025/3/6 11:17:38 0.23
2025/3/6 11:17:38 0.21
2025/3/6 11:17:38 0.24
2025/3/6 11:17:38 0.23
2025/3/6 11:17:38 0.21
2025/3/6 11:17:38 0.23
2025/3/6 11:17:39 0.23
2025/3/6 11:17:39 0.20
2025/3/6 11:17:39 0.23
2025/3/6 11:17:39 0.24
2025/3/6 11:17:39 0.23
2025/3/6 11:17:39 0.21
2025/3/6 11:17:39 0.25
2025/3/6 11:17:39 0.22
2025/3/6 11:17:39 0.21
2025/3/6 11:17:39 0.20
2025/3/6 11:17:39 0.23
2025/3/6 11:17:39 0.24
2025/3/6 11:17:39 0.23
2025/3/6 11:17:40 0.21
2025/3/6 11:17:40 0.20
2025/3/6 11:17:40 0.23
2025/3/6 11:17:40 0.25
2025/3/6 11:17:40 0.23
2025/3/6 11:17:40 0.20
2025/3/6 11:17:40 0.23
2025/3/6 11:17:40 0.22
2025/3/6 11:17:40 0.22
2025/3/6 11:17:40 0.22
2025/3/6 11:17:40 0.25
2025/3/6 11:17:40 0.22
2025/3/6 11:17:40 0.24
2025/3/6 11:17:41 0.24
2025/3/6 11:17:41 0.23
2025/3/6 11:17:41 0.23
2025/3/6 11:17:41 0.24
2025/3/6 11:17:41 0.22
2025/3/6 11:17:41 0.24
2025/3/6 11:17:41 0.23
2025/3/6 11:17:41 0.23
2025/3/6 11:17:41 0.25
2025/3/6 11:17:41 0.23
2025/3/6 11:17:41 0.23
2025/3/6 11:17:41 0.25
2025/3/6 11:17:41 0.24
2025/3/6 11:17:42 0.24
2025/3/6 11:17:42 0.21
2025/3/6 11:17:42 0.23
2025/3/6 11:17:42 0.24
2025/3/6 11:17:42 0.23
2025/3/6 11:17:42 0.22
2025/3/6 11:17:42 0.20
2025/3/6 11:17:42 0.21
2025/3/6 11:17:42 0.23
2025/3/6 11:17:42 0.21
2025/3/6 11:17:42 0.23
2025/3/6 11:17:42 0.25
2025/3/6 11:17:42 0.20
2025/3/6 11:17:43 0.23
2025/3/6 11:17:43 0.23
2025/3/6 11:17:43 0.20
2025/3/6 11:17:43 0.24
2025/3/6 11:17:43 0.20
2025/3/6 11:17:43 0.22
2025/3/6 11:17:43 0.22
2025/3/6 11:17:43 0.22
2025/3/6 11:17:43 0.22
2025/3/6 11:17:43 0.22
2025/3/6 11:17:43 0.21
2025/3/6 11:17:43 0.23
2025/3/6 11:17:43 0.22
2025/3/6 11:17:44 0.25
2025/3/6 11:17:44 0.22
2025/3/6 11:17:44 0.23
2025/3/6 11:17:44 0.22
2025/3/6 11:17:44 0.21
2025/3/6 11:17:44 0.24
2025/3/6 11:17:44 0.23
2025/3/6 11:17:44 0.23
2025/3/6 11:17:44 0.23
2025/3/6 11:17:44 0.24
2025/3/6 11:17:44 0.22
2025/3/6 11:17:44 0.23
2025/3/6 11:17:44 0.22
2025/3/6 11:17:45 0.23
2025/3/6 11:17:45 0.22
2025/3/6 11:17:45 0.22
2025/3/6 11:17:45 0.24
2025/3/6 11:17:45 0.23
2025/3/6 11:17:45 0.23
2025/3/6 11:17:45 0.23
2025/3/6 11:17:45 0.23
2025/3/6 11:17:45 0.22
2025/3/6 11:17:45 0.22
2025/3/6 11:17:45 0.22
2025/3/6 11:17:45 0.23
2025/3/6 11:17:45 0.21
2025/3/6 11:17:46 0.25
2025/3/6 11:17:46 0.21
2025/3/6 11:17:46 0.24
2025/3/6 11:17:46 0.22
2025/3/6 11:17:46 0.23
2025/3/6 11:17:46 0.23
2025/3/6 11:17:46 0.25
2025/3/6 11:17:46 0.22
2025/3/6 11:17:46 0.25
2025/3/6 11:17:46 0.23
2025/3/6 11:17:46 0.20
2025/3/6 11:17:46 0.22
2025/3/6 11:17:46 0.23
2025/3/6 11:17:47 0.22
2025/3/6 11:17:47 0.24
2025/3/6 11:17:47 0.23
2025/3/6 11:17:47 0.24
2025/3/6 11:17:47 0.22
2025/3/6 11:17:47 0.22
2025/3/6 11:17:47 0.22
2025/3/6 11:17:47 0.22
2025/3/6 11:17:47 0.21
2025/3/6 11:17:47 0.25
2025/3/6 11:17:47 0.24
2025/3/6 11:17:47 0.27
2025/3/6 11:17:47 0.21
2025/3/6 11:17:48 0.24
2025/3/6 11:17:48 0.24
2025/3/6 11:17:48 0.21
2025/3/6 11:17:48 0.24
2025/3/6 11:17:48 0.24
2025/3/6 11:17:48 0.25
2025/3/6 11:17:48 0.24
2025/3/6 11:17:48 0.23
2025/3/6 11:17:48 0.23
2025/3/6 11:17:48 0.26
2025/3/6 11:17:48 0.21
2025/3/6 11:17:48 0.23
2025/3/6 11:17:48 0.23
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.21
2025/3/6 11:17:49 0.22
2025/3/6 11:17:49 0.24
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.25
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.23
2025/3/6 11:17:49 0.24
2025/3/6 11:17:49 0.23
2025/3/6 11:17:50 0.22
2025/3/6 11:17:50 0.23
2025/3/6 11:17:50 0.23
2025/3/6 11:17:50 0.21
2025/3/6 11:17:50 0.23
2025/3/6 11:17:50 0.23
2025/3/6 11:17:50 0.24
2025/3/6 11:17:50 0.23
2025/3/6 11:17:50 0.21
2025/3/6 11:17:50 0.25
2025/3/6 11:17:50 0.21
2025/3/6 11:17:50 0.23
2025/3/6 11:17:50 0.22
2025/3/6 11:17:51 0.23
2025/3/6 11:17:51 0.23
2025/3/6 11:17:51 0.25
2025/3/6 11:17:51 0.24
2025/3/6 11:17:51 0.25
2025/3/6 11:17:51 0.22
2025/3/6 11:17:51 0.24
2025/3/6 11:17:51 0.21
2025/3/6 11:17:51 0.26
2025/3/6 11:17:51 0.23
2025/3/6 11:17:51 0.22
2025/3/6 11:17:51 0.22
2025/3/6 11:17:51 0.22
2025/3/6 11:17:52 0.23
2025/3/6 11:17:52 0.24
2025/3/6 11:17:52 0.21
2025/3/6 11:17:52 0.23
2025/3/6 11:17:52 0.22
2025/3/6 11:17:52 0.23
2025/3/6 11:17:52 0.22
2025/3/6 11:17:52 0.24
2025/3/6 11:17:52 0.21
2025/3/6 11:17:52 0.25
2025/3/6 11:17:52 0.21
2025/3/6 11:17:52 0.24
2025/3/6 11:17:52 0.24
2025/3/6 11:17:53 0.23
2025/3/6 11:17:53 0.23
2025/3/6 11:17:53 0.24
2025/3/6 11:17:53 0.24
2025/3/6 11:17:53 0.23
2025/3/6 11:17:53 0.27
2025/3/6 11:17:53 0.27
2025/3/6 11:17:53 0.24
2025/3/6 11:17:53 0.24
2025/3/6 11:17:53 0.22
2025/3/6 11:17:53 0.23
2025/3/6 11:17:53 0.26
2025/3/6 11:17:53 0.23
2025/3/6 11:17:54 0.21
2025/3/6 11:17:54 0.24
2025/3/6 11:17:54 0.23
2025/3/6 11:17:54 0.25
2025/3/6 11:17:54 0.25
2025/3/6 11:17:54 0.22
2025/3/6 11:17:54 0.23
2025/3/6 11:17:54 0.25
2025/3/6 11:17:54 0.24
2025/3/6 11:17:54 0.27
2025/3/6 11:17:54 0.22
2025/3/6 11:17:54 0.24
2025/3/6 11:17:54 0.24
2025/3/6 11:17:55 0.25
2025/3/6 11:17:55 0.24
2025/3/6 11:17:55 0.24
2025/3/6 11:17:55 0.24
2025/3/6 11:17:55 0.25
2025/3/6 11:17:55 0.24
2025/3/6 11:17:55 0.26
2025/3/6 11:17:55 0.26
2025/3/6 11:17:55 0.27
2025/3/6 11:17:55 0.23
2025/3/6 11:17:55 0.24
2025/3/6 11:17:55 0.22
2025/3/6 11:17:55 0.26
2025/3/6 11:17:56 0.25
2025/3/6 11:17:56 0.25
2025/3/6 11:17:56 0.20
2025/3/6 11:17:56 0.24
2025/3/6 11:17:56 0.24
2025/3/6 11:17:56 0.23
2025/3/6 11:17:56 0.24
2025/3/6 11:17:56 0.24
2025/3/6 11:17:56 0.22
2025/3/6 11:17:56 0.22
2025/3/6 11:17:56 0.24
2025/3/6 11:17:56 0.25
2025/3/6 11:17:56 0.21
2025/3/6 11:17:57 0.25
2025/3/6 11:17:57 0.22
2025/3/6 11:17:57 0.21
2025/3/6 11:17:57 0.23
2025/3/6 11:17:57 0.24
2025/3/6 11:17:57 0.22
2025/3/6 11:17:57 0.24
2025/3/6 11:17:57 0.23
2025/3/6 11:17:57 0.23
2025/3/6 11:17:57 0.19
2025/3/6 11:17:57 0.21
2025/3/6 11:17:57 0.19
2025/3/6 11:17:57 0.18
2025/3/6 11:17:58 0.19
2025/3/6 11:17:58 0.20
2025/3/6 11:17:58 0.20
2025/3/6 11:17:58 0.24
2025/3/6 11:17:58 0.18
2025/3/6 11:17:58 0.23
2025/3/6 11:17:58 0.18
2025/3/6 11:17:58 0.21
2025/3/6 11:17:58 0.19
2025/3/6 11:17:58 0.23
2025/3/6 11:17:58 0.21
2025/3/6 11:17:58 0.20
2025/3/6 11:17:58 0.20
2025/3/6 11:17:59 0.21
2025/3/6 11:17:59 0.20
2025/3/6 11:17:59 0.20
2025/3/6 11:17:59 0.20
2025/3/6 11:17:59 0.20
2025/3/6 11:17:59 0.19
2025/3/6 11:17:59 0.22
2025/3/6 11:17:59 0.18
2025/3/6 11:17:59 0.19
2025/3/6 11:17:59 0.22
2025/3/6 11:17:59 0.21
2025/3/6 11:17:59 0.21
2025/3/6 11:17:59 0.23
2025/3/6 11:18:0 0.20
2025/3/6 11:18:0 0.22
2025/3/6 11:18:0 0.22
2025/3/6 11:18:0 0.23
2025/3/6 11:18:0 0.20
2025/3/6 11:18:0 0.22
2025/3/6 11:18:0 0.20
2025/3/6 11:18:0 0.22
2025/3/6 11:18:0 0.19
2025/3/6 11:18:0 0.22
2025/3/6 11:18:0 0.20
2025/3/6 11:18:0 0.21
2025/3/6 11:18:0 0.19
2025/3/6 11:18:1 0.23
2025/3/6 11:18:1 0.23
2025/3/6 11:18:1 0.20
2025/3/6 11:18:1 0.21
2025/3/6 11:18:1 0.20
2025/3/6 11:18:1 0.21
2025/3/6 11:18:1 0.22
2025/3/6 11:18:1 0.19
2025/3/6 11:18:1 0.23
2025/3/6 11:18:1 0.22
2025/3/6 11:18:1 0.24
2025/3/6 11:18:1 0.23
2025/3/6 11:18:1 0.24
2025/3/6 11:18:2 0.20
2025/3/6 11:18:2 0.21
2025/3/6 11:18:2 0.23
2025/3/6 11:18:2 0.23
2025/3/6 11:18:2 0.22
2025/3/6 11:18:2 0.21
2025/3/6 11:18:2 0.21
2025/3/6 11:18:2 0.23
2025/3/6 11:18:2 0.23
2025/3/6 11:18:2 0.21
2025/3/6 11:18:2 0.22
2025/3/6 11:18:2 0.25
2025/3/6 11:18:2 0.21
2025/3/6 11:18:3 0.23
2025/3/6 11:18:3 0.21
2025/3/6 11:18:3 0.22
2025/3/6 11:18:3 0.21
2025/3/6 11:18:3 0.22
2025/3/6 11:18:3 0.21
2025/3/6 11:18:3 0.24
2025/3/6 11:18:3 0.20
2025/3/6 11:18:3 0.24
2025/3/6 11:18:3 0.23
2025/3/6 11:18:3 0.22
2025/3/6 11:18:3 0.22
2025/3/6 11:18:3 0.27
2025/3/6 11:18:4 0.23
2025/3/6 11:18:4 0.23
2025/3/6 11:18:4 0.22
2025/3/6 11:18:4 0.24
2025/3/6 11:18:4 0.23
2025/3/6 11:18:4 0.22
2025/3/6 11:18:4 0.23
2025/3/6 11:18:4 0.22
2025/3/6 11:18:4 0.21
2025/3/6 11:18:4 0.22
2025/3/6 11:18:4 0.24
2025/3/6 11:18:4 0.23
2025/3/6 11:18:4 0.21
2025/3/6 11:18:5 0.23
2025/3/6 11:18:5 0.22
2025/3/6 11:18:5 0.22
2025/3/6 11:18:5 0.21
2025/3/6 11:18:5 0.23
2025/3/6 11:18:5 0.23
2025/3/6 11:18:5 0.24
2025/3/6 11:18:5 0.22
2025/3/6 11:18:5 0.22
2025/3/6 11:18:5 0.22
2025/3/6 11:18:5 0.20
2025/3/6 11:18:5 0.22
2025/3/6 11:18:5 0.22
2025/3/6 11:18:6 0.24
2025/3/6 11:18:6 0.26
2025/3/6 11:18:6 0.21
2025/3/6 11:18:6 0.21
2025/3/6 11:18:6 0.24
2025/3/6 11:18:6 0.23
2025/3/6 11:18:6 0.22
2025/3/6 11:18:6 0.25
2025/3/6 11:18:6 0.24
2025/3/6 11:18:6 0.21
2025/3/6 11:18:6 0.22
2025/3/6 11:18:6 0.24
2025/3/6 11:18:6 0.24
2025/3/6 11:18:7 0.21
2025/3/6 11:18:7 0.23
2025/3/6 11:18:7 0.21
2025/3/6 11:18:7 0.22
2025/3/6 11:18:7 0.23
2025/3/6 11:18:7 0.24
2025/3/6 11:18:7 0.22
2025/3/6 11:18:7 0.23
2025/3/6 11:18:7 0.23
2025/3/6 11:18:7 0.22
2025/3/6 11:18:7 0.21
2025/3/6 11:18:7 0.24
2025/3/6 11:18:7 0.23
2025/3/6 11:18:8 0.22
2025/3/6 11:18:8 0.24
2025/3/6 11:18:8 0.22
2025/3/6 11:18:8 0.25
2025/3/6 11:18:8 0.26
2025/3/6 11:18:8 0.23
2025/3/6 11:18:8 0.24
2025/3/6 11:18:8 0.23
2025/3/6 11:18:8 0.23
2025/3/6 11:18:8 0.25
2025/3/6 11:18:8 0.24
2025/3/6 11:18:8 0.24
2025/3/6 11:18:8 0.23
2025/3/6 11:18:9 0.22
2025/3/6 11:18:9 0.23
2025/3/6 11:18:9 0.23
2025/3/6 11:18:9 0.23
2025/3/6 11:18:9 0.23
2025/3/6 11:18:9 0.25
2025/3/6 11:18:9 0.24
2025/3/6 11:18:9 0.21
2025/3/6 11:18:9 0.25
2025/3/6 11:18:9 0.24
2025/3/6 11:18:9 0.23
2025/3/6 11:18:9 0.25
2025/3/6 11:18:9 0.23
2025/3/6 11:18:10 0.24
2025/3/6 11:18:10 0.25
2025/3/6 11:18:10 0.24
2025/3/6 11:18:10 0.21
2025/3/6 11:18:10 0.24
2025/3/6 11:18:10 0.27
2025/3/6 11:18:10 0.25
2025/3/6 11:18:10 0.22
2025/3/6 11:18:10 0.21
2025/3/6 11:18:10 0.24
2025/3/6 11:18:10 0.27
2025/3/6 11:18:10 0.24
2025/3/6 11:18:10 0.21
2025/3/6 11:18:11 0.20
2025/3/6 11:18:11 0.24
2025/3/6 11:18:11 0.23
2025/3/6 11:18:11 0.27
2025/3/6 11:18:11 0.21
2025/3/6 11:18:11 0.22
2025/3/6 11:18:11 0.23
2025/3/6 11:18:11 0.22
2025/3/6 11:18:11 0.24
2025/3/6 11:18:11 0.23
2025/3/6 11:18:11 0.23
2025/3/6 11:18:11 0.27
2025/3/6 11:18:11 0.23
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.24
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.25
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.22
2025/3/6 11:18:12 0.28
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.24
2025/3/6 11:18:12 0.23
2025/3/6 11:18:12 0.25
2025/3/6 11:18:13 0.25
2025/3/6 11:18:13 0.24
2025/3/6 11:18:13 0.24
2025/3/6 11:18:13 0.23
2025/3/6 11:18:13 0.23
2025/3/6 11:18:13 0.24
2025/3/6 11:18:13 0.22
2025/3/6 11:18:13 0.25
2025/3/6 11:18:13 0.25
2025/3/6 11:18:13 0.23
2025/3/6 11:18:13 0.23
2025/3/6 11:18:13 0.24
2025/3/6 11:18:13 0.24
2025/3/6 11:18:14 0.24
2025/3/6 11:18:14 0.24
2025/3/6 11:18:14 0.22
2025/3/6 11:18:14 0.26
2025/3/6 11:18:14 0.22
2025/3/6 11:18:14 0.25
2025/3/6 11:18:14 0.23
2025/3/6 11:18:14 0.24
2025/3/6 11:18:14 0.24
2025/3/6 11:18:14 0.23
2025/3/6 11:18:14 0.25
2025/3/6 11:18:14 0.25
2025/3/6 11:18:14 0.26
2025/3/6 11:18:15 0.24
2025/3/6 11:18:15 0.24
2025/3/6 11:18:15 0.26
2025/3/6 11:18:15 0.25
2025/3/6 11:18:15 0.24
2025/3/6 11:18:15 0.29
2025/3/6 11:18:15 0.23
2025/3/6 11:18:15 0.24
2025/3/6 11:18:15 0.26
2025/3/6 11:18:15 0.24
2025/3/6 11:18:15 0.25
2025/3/6 11:18:15 0.26
2025/3/6 11:18:16 0.26
2025/3/6 11:18:16 0.26
2025/3/6 11:18:16 0.25
2025/3/6 11:18:16 0.22
2025/3/6 11:18:16 0.20
2025/3/6 11:18:16 0.24
2025/3/6 11:18:16 0.22
2025/3/6 11:18:16 0.25
2025/3/6 11:18:16 0.25
2025/3/6 11:18:16 0.27
2025/3/6 11:18:16 0.24
2025/3/6 11:18:16 0.24
2025/3/6 11:18:16 0.24
2025/3/6 11:18:17 0.25
2025/3/6 11:18:17 0.24
2025/3/6 11:18:17 0.25
2025/3/6 11:18:17 0.24
2025/3/6 11:18:17 0.28
2025/3/6 11:18:17 0.23
2025/3/6 11:18:17 0.25
2025/3/6 11:18:17 0.24
2025/3/6 11:18:17 0.28
2025/3/6 11:18:17 0.23
2025/3/6 11:18:17 0.24
2025/3/6 11:18:17 0.26
2025/3/6 11:18:17 0.24
2025/3/6 11:18:18 0.23
2025/3/6 11:18:18 0.25
2025/3/6 11:18:18 0.24
2025/3/6 11:18:18 0.25
2025/3/6 11:18:18 0.25
2025/3/6 11:18:18 0.26
2025/3/6 11:18:18 0.24
2025/3/6 11:18:18 0.21
2025/3/6 11:18:18 0.23
2025/3/6 11:18:18 0.25
2025/3/6 11:18:18 0.21
2025/3/6 11:18:18 0.23
2025/3/6 11:18:18 0.22
2025/3/6 11:18:19 0.24
2025/3/6 11:18:19 0.25
2025/3/6 11:18:19 0.23
2025/3/6 11:18:19 0.23
2025/3/6 11:18:19 0.25
2025/3/6 11:18:19 0.23
2025/3/6 11:18:19 0.25
2025/3/6 11:18:19 0.24
2025/3/6 11:18:19 0.24
2025/3/6 11:18:19 0.25
2025/3/6 11:18:19 0.23
2025/3/6 11:18:19 0.24
2025/3/6 11:18:19 0.24
2025/3/6 11:18:20 0.23
2025/3/6 11:18:20 0.24
2025/3/6 11:18:20 0.25
2025/3/6 11:18:20 0.25
2025/3/6 11:18:20 0.24
2025/3/6 11:18:20 0.25
2025/3/6 11:18:20 0.26
2025/3/6 11:18:20 0.24
2025/3/6 11:18:20 0.24
2025/3/6 11:18:20 0.25
2025/3/6 11:18:20 0.25
2025/3/6 11:18:20 0.23
2025/3/6 11:18:20 0.27
2025/3/6 11:18:21 0.24
2025/3/6 11:18:21 0.25
2025/3/6 11:18:21 0.24
2025/3/6 11:18:21 0.24
2025/3/6 11:18:21 0.26
2025/3/6 11:18:21 0.25
2025/3/6 11:18:21 0.24
2025/3/6 11:18:21 0.23
2025/3/6 11:18:21 0.27
2025/3/6 11:18:21 0.26
2025/3/6 11:18:21 0.23
2025/3/6 11:18:21 0.26
2025/3/6 11:18:21 0.26
2025/3/6 11:18:22 0.25
2025/3/6 11:18:22 0.25
2025/3/6 11:18:22 0.24
2025/3/6 11:18:22 0.25
2025/3/6 11:18:22 0.24
2025/3/6 11:18:22 0.26
2025/3/6 11:18:22 0.19
2025/3/6 11:18:22 0.18
2025/3/6 11:18:22 0.20
2025/3/6 11:18:22 0.18
2025/3/6 11:18:22 0.18
2025/3/6 11:18:22 0.20
2025/3/6 11:18:22 0.18
2025/3/6 11:18:23 0.19
2025/3/6 11:18:23 0.20
2025/3/6 11:18:23 0.21
2025/3/6 11:18:23 0.19
2025/3/6 11:18:23 0.19
2025/3/6 11:18:23 0.20
2025/3/6 11:18:23 0.20
2025/3/6 11:18:23 0.19
2025/3/6 11:18:23 0.21
2025/3/6 11:18:23 0.19
2025/3/6 11:18:23 0.19
2025/3/6 11:18:23 0.21
2025/3/6 11:18:23 0.21
2025/3/6 11:18:24 0.20
2025/3/6 11:18:24 0.22
2025/3/6 11:18:24 0.19
2025/3/6 11:18:24 0.21
2025/3/6 11:18:24 0.21
2025/3/6 11:18:24 0.20
2025/3/6 11:18:24 0.22
2025/3/6 11:18:24 0.21
2025/3/6 11:18:24 0.18
2025/3/6 11:18:24 0.19
2025/3/6 11:18:24 0.21
2025/3/6 11:18:24 0.19
2025/3/6 11:18:24 0.22
2025/3/6 11:18:25 0.19
2025/3/6 11:18:25 0.22
2025/3/6 11:18:25 0.22
2025/3/6 11:18:25 0.21
2025/3/6 11:18:25 0.22
2025/3/6 11:18:25 0.19
2025/3/6 11:18:25 0.17
2025/3/6 11:18:25 0.21
2025/3/6 11:18:25 0.21
2025/3/6 11:18:25 0.19
2025/3/6 11:18:25 0.21
2025/3/6 11:18:25 0.21
2025/3/6 11:18:25 0.19
2025/3/6 11:18:26 0.21
2025/3/6 11:18:26 0.19
2025/3/6 11:18:26 0.24
2025/3/6 11:18:26 0.18
2025/3/6 11:18:26 0.21
2025/3/6 11:18:26 0.20
2025/3/6 11:18:26 0.20
2025/3/6 11:18:26 0.21
2025/3/6 11:18:26 0.22
2025/3/6 11:18:26 0.21
2025/3/6 11:18:26 0.21
2025/3/6 11:18:26 0.19
2025/3/6 11:18:26 0.21
2025/3/6 11:18:27 0.22
2025/3/6 11:18:27 0.20
2025/3/6 11:18:27 0.20
2025/3/6 11:18:27 0.21
2025/3/6 11:18:27 0.21
2025/3/6 11:18:27 0.23
2025/3/6 11:18:27 0.20
2025/3/6 11:18:27 0.23
2025/3/6 11:18:27 0.20
2025/3/6 11:18:27 0.21
2025/3/6 11:18:27 0.20
2025/3/6 11:18:27 0.21
2025/3/6 11:18:27 0.20
2025/3/6 11:18:28 0.19
2025/3/6 11:18:28 0.19
2025/3/6 11:18:28 0.22
2025/3/6 11:18:28 0.20
2025/3/6 11:18:28 0.19
2025/3/6 11:18:28 0.20
